CommentId,WorkOrderId,ActivityId,ActivitySid,ActivityType,AuthorName,AuthorSid,Category,Comments,DateCreated,IsPublic,LastModified,LastModifiedByName,LastModifiedBySid
38558,88009,88009,162,2,,-1,,"From: Request ID: 102755, 01/03/2008 8:29:51 AM
WATER PROBLEM
Water main/line break/leak/pressure, meter problem
Problem Details: possible meter leak: caller turned water off at meter and ""what still having output""...thinks he may have a leak
Problem Comments: 
By NORIEGA, SHARON: 12/31/2007 9:14:43 AM
possible meter leak: caller turned water off at meter and ""what still having output""...thinks he may have a leak

By NORIEGA, SHARON: 12/31/2007 9:14:55 AM
paging Jimmy S

By HUTTON, JENNIFER: 01/03/2008 8:28:35 AM
12/31 Jimmy changed out meter, talked to resident, no follow up required.

By HUTTON, JENNIFER: 01/03/2008 8:28:57 AM
Creating WO for materials and changeout.

By HUTTON, JENNIFER: 01/03/2008 8:43:56 AM
*new meter number written on work order is showing to be set at 3908 Coachman Rd, spoke with Aaron, paging Cronister to verify number.

By NORIEGA, SHARON: 01/04/2008 2:36:17 PM
incorrect meter number on paperwork--Cronister got right number",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38451,87891,87891,44,2,,-1,,"By WALDROP, VICKI: 01/03/2008 12:50:22 PM
12/21/07  Service crew removed meter and transformer.  #221/212/Jennings/Wagner
01/2/08  UG crew pulled out conductor.  #211/236/208/212/Maggard/Waterson/Dan/Phillips/Netherton",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38452,87893,87893,46,2,,-1,,"From: Request ID: 102686, 01/02/2008 8:23:28 AM
WATER PROBLEM
Water main/line break/leak/pressure, meter problem
Problem Details: caller says there is water in his meter hole and seeping out of the sidewalk-dispatched to Jimmy and printed
Problem Comments: 
By MOORE, JESSICA: 12/27/2007 11:19:32 AM
caller says there is water in his meter hole and seeping out of the sidewalk-dispatched to Jimmy and printed

By HUTTON, JENNIFER: 01/02/2008 8:23:07 AM
12/27 Jimmy found service line problem, talked to resident, request 48hr locates and work order for repairs.

By HUTTON, JENNIFER: 01/09/2008 10:09:16 AM
1/4 Service line repaired, changed out meter, talked to resident, request sr to streets for concrete",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38453,87894,87894,47,2,,-1,,"From: Request ID: 100974, 01/02/2008 8:34:12 AM
WATER PROBLEM
Water main/line break/leak/pressure, meter problem
Problem Details: hydrant#10502  valve stem leaking  dispatched Bud C
Problem Comments: 
By JACKSON, JACKIE: 11/07/2007 11:35:04 AM
hydrant#10502  valve stem leaking  dispatched Bud C

By HUTTON, JENNIFER: 01/02/2008 8:44:36 AM
printed and put in water outbox

By HUTTON, JENNIFER: 01/14/2008 11:20:35 AM
1/3 used salvaged parts to rebuild top of hydrant.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38454,87895,87895,48,2,,-1,,"From: Request ID: 100972, 01/02/2008 8:46:32 AM
WATER PROBLEM
Water main/line break/leak/pressure, meter problem
Problem Details: hydrant#10489  leaking  dispatched Bud C.
Problem Comments: 
By JACKSON, JACKIE: 11/07/2007 11:22:39 AM
hydrant#10489  leaking  dispatched Bud C.

By HUTTON, JENNIFER: 01/02/2008 8:45:50 AM
12/27 Bud and Vern report ""fire hydrant parts needed meuller o'rings upper stem (Bud) on order.

Creating work order for repairs.

By HUTTON, JENNIFER: 01/14/2008 11:17:38 AM
1/4 found salvaged parts, rebuilt top of hydrant.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38455,87896,87896,49,2,,-1,,"From: Request ID: 102771, 01/02/2008 8:48:49 AMRemove Water Meter
Problem Details: 
Problem Comments: 
By PADGETT, CHRISTINA: 12/31/2007 2:48:14 PM
DEMOLITION--PLEASE REMOVE SERVICE. THIS IS FOR THE OLD CARL'S JR'S

By HUTTON, JENNIFER: 01/03/2008 10:45:28 AM
1/2 Cronister removed meter.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38456,87897,87897,50,2,,-1,,"From: Request ID: 102774, 01/02/2008 9:04:50 AMRemove Water Meter
Problem Details: DEMOLITION-PLEASE REMOVE SERVICE
Problem Comments: 
By MOORE, CYNTHIA: 01/02/2008 9:03:04 AM
dispatch Michael to remove water meter only/cam 

By HUTTON, JENNIFER: 01/03/2008 10:43:41 AM
1/2 Cronister removed meter.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38457,87898,87898,51,2,,-1,,"From: Request ID: , 01/02/2008 9:24:12 AM


Problem Details: 
Problem Comments: 
By JACKSON, JACKIE: 01/02/2008 9:26:35 AM
5 cases - FMCANLINERS33X39
5 cases - FMCANLINERS38X58
1 case - FMTOWELSHOUSEHOLD
1 case - FMBATHRMCLNNONACID
dispatched to Mike Neal

By ISBELL, BRENDA: 01/03/2008 11:48:58 AM
1/2/08 Sandra & Ken delivered supplies.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38458,87899,87899,53,2,,-1,,"From: Request ID: 102780, 01/02/2008 9:26:24 AM
CONCRETE WORK
Concrete Work From Water
Problem Details: Concrete and Sod - both sides of street.
Problem Comments: 
By HUTTON, JENNIFER: 01/02/2008 9:25:54 AM
Concrete and Sod - both sides of street.

By NORIEGA, SHARON: 03/25/2008 8:52:14 AM
3/19 C2 removed base: IP

By MOORE, JESSICA: 3/28/2008 10:24:27 AM
3/25/08 CCII CREW FINISH SIDEWALK:IP",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38459,87900,87900,52,2,,-1,,"By ISBELL, BRENDA: 01/02/2008 9:27:54 AM
FMFLAGOK3X5


By ISBELL, BRENDA: 01/02/2008 9:33:28 AM
1/2/08 Dispatched to Mike Neal.

By ISBELL, BRENDA: 01/03/2008 11:57:45 AM
1/2/08 Ken delivered flag.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38460,87901,87901,54,2,,-1,,"By MOORE, CYNTHIA: 01/02/2008 9:33:10 AM
12/26/07 - Saw line to remove roots 45' and inspected one manhole - JH,FD,JS",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38461,87902,87902,55,2,,-1,,"From: Request ID: 102781, 01/02/2008 9:36:22 AM
CONCRETE WORK
Concrete Work From Water
Problem Details: Concrete
Problem Comments: 
By HUTTON, JENNIFER: 01/02/2008 9:36:07 AM
Concrete

By MOORE, JESSICA: 1/11/2008 11:21:06 AM
1/5/08 CCII crew removed base:INCOMPLETE

By MOORE, JESSICA: 1/16/2008 9:46:10 AM
1/8/08 CCII crew finish sidewalk:INCOMPLETE

By MOORE, JESSICA: 1/22/2008 9:22:06 AM
1/14/08 CCII crew finish sidewalk:COMPLETE",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38462,87903,87903,56,2,,-1,,"From: Request ID: , 01/02/2008 9:37:59 AM
Problem Details: 
Problem Comments: 
By MOORE, CYNTHIA: 01/02/2008 9:40:17 AM
Bud request a workorder to repair f/h

By HUTTON, JENNIFER: 01/04/2008 10:33:22 AM
1/2 Bud, Vern, Brad took apart, rebuilt top of hydrant, put back together.  Need work order for follow up on ""steamer cap replacement""

By HUTTON, JENNIFER: 01/04/2008 10:34:29 AM
reprinting work order.

By HUTTON, JENNIFER: 01/14/2008 11:14:01 AM
1/3 used salvaged parts to repair steamer cap.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38463,87904,87904,57,2,,-1,,"From: Request ID: , 01/02/2008 9:42:05 AM
Problem Details: 
Problem Comments: 
By MOORE, CYNTHIA: 01/02/2008 9:44:17 AM
12/26/07 - sawed line 205' east and inspected two manhole. Also inspected drainage ditch behind 1008 Jefferson - JH,FD,JS",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38464,87905,87905,59,2,,-1,,"Parent Workorder: 86986
By HUTTON, JENNIFER: 01/02/2008 9:43:15 AM
12/27 Josh and Jason dug up can, changed out meter, left door hanger, request work order for sod.

By HUTTON, JENNIFER: 01/02/2008 9:43:53 AM
Part of meter change out program.

By HUTTON, JENNIFER: 01/04/2008 10:06:26 AM
1/2 Alex and Gus, 2 rolls sod.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38465,87906,87906,58,2,,-1,,"By TRIMBLE, SHARON: 1/2/2008 9:43:27 AM
12/31/07 - Gary straightened/reset 25 signs.  Map pages 12,13,14,15",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38466,87907,87907,60,2,,-1,,"From: Request ID: , 01/02/2008 9:45:51 AM
Problem Details: 
Problem Comments: 
By MOORE, CYNTHIA: 01/02/2008 9:46:52 AM
Ed request a workorder to TV the line

By MOORE, CYNTHIA: 01/09/2008 11:30:55 AM
01/02/08 - TV 489' and had the saw/jet crew come over and saw/jet the line. er. I could not establish a connection to  down load the data and video. Inspected one manhole - EP,Rick

By MOORE, CYNTHIA: 04/25/2008 4:17:08 PM
Waiting on Sara CCTV Reader",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38467,87908,87908,63,2,,-1,,"Parent Workorder: 86985
By HUTTON, JENNIFER: 01/02/2008 9:48:33 AM
12/27 Josh and Jason dug up can, changed out meter, left door hanger, follow up with sod.

By HUTTON, JENNIFER: 01/04/2008 10:08:02 AM
1/2 Alex and Gus, 3 rolls sod.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38468,87909,87909,62,2,,-1,,"By ISBELL, BRENDA: 01/02/2008 9:48:17 AM
12/29/07 Dorm heater not working.  David ran diagnostic on HP.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38469,87910,87910,61,2,,-1,,"By TRIMBLE, SHARON: 1/2/2008 9:48:15 AM
12/18/07 - Dennis manufactured two traffic signs (Solid Waste Transfer Station - 30x36)",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38470,87911,87911,64,2,,-1,,"By TRIMBLE, SHARON: 1/2/2008 9:52:18 AM
12/14/07 - Dennis manufactured two traffic signs (W15-1)",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38471,87912,87912,66,2,,-1,,Parent Workorder: 87854,1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38472,87913,87913,65,2,,-1,,"By TRIMBLE, SHARON: 1/2/2008 9:56:19 AM
12/04-12/31/07 - Dennis manufactured 33 6"" street name signs",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38473,87914,87914,67,2,,-1,,"By HUTTON, JENNIFER: 01/02/2008 9:59:52 AM
12/27 Mike P - valve and hydrant maintenance, no follow up required.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38474,87915,87915,68,2,,-1,,"From: Request ID: , 01/02/2008 9:58:59 AM
Problem Details: 
Problem Comments: 
By MOORE, CYNTHIA: 01/02/2008 10:00:31 AM
12/26/07 - TV 203' Mathews, Rick",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38475,87916,87916,69,2,,-1,,"By ISBELL, BRENDA: 01/02/2008 10:04:40 AM
12/28/07 Gary worked on library and organizing office.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38476,87917,87917,70,2,,-1,,"By ISBELL, BRENDA: 01/02/2008 10:07:32 AM
12/28/07 Gary reset and adjusted gates.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38477,87918,87918,71,2,,-1,,"From: Request ID: , 01/02/2008 10:06:19 AM
Problem Details: 
Problem Comments: 
By MOORE, CYNTHIA: 01/02/2008 10:07:55 AM
12/26/07 - assisted TV crew to find out where 901 Chartrand Ct is tied in, inspected one m/h - JH,FD,JS",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38478,87919,87919,72,2,,-1,,"From: Request ID: , 01/02/2008 10:06:45 AM


Problem Details: 
Problem Comments: 
By JACKSON, JACKIE: 01/02/2008 10:08:09 AM
Replace two fluorescent bulbs in Dog Adoption
 Install metal hose rack in Sally Port
 Install catch pole rack in Sally Port
 Weld new gate latch for entryway into Crematorium Area. (We need something heavy duty for that heavy door.)
dispatched to Mike Neal

By ISBELL, BRENDA: 01/04/2008 11:20:25 AM
1/3/08 Sandra completed first 3 items, still working on gate.  INCOMPLETE

By ISBELL, BRENDA: 01/07/2008 11:45:45 AM
1/4/08 Sandra drilled holes in angle iron to make a gate stop.  Primed and painted angle iron.  INCOMPLETE

By ISBELL, BRENDA: 01/08/2008 11:51:59 AM
1/7/08 Sandra installed gate stop.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38479,87920,87920,73,2,,-1,,"By ISBELL, BRENDA: 01/02/2008 10:14:10 AM
12/28/07 Staff meeting.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38480,87921,87921,74,2,,-1,,"By ISBELL, BRENDA: 01/02/2008 10:16:53 AM
12/28/07 Ken, shop time.

By ISBELL, BRENDA: 01/02/2008 10:20:23 AM
12/28/07 Ken picked up part at Hunzickers Elec. 1015-1115
Ken checked with Home Depot on ice melt, checked with Mike and ordered 10 bags for delivery. 1115-1200.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38481,87922,87922,75,2,,-1,,"By ISBELL, BRENDA: 01/02/2008 10:25:56 AM
12/28/07 Ken completed.",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38482,87923,87923,76,2,,-1,,"From: Request ID: , 01/02/2008 10:26:40 AM
Problem Details: 
Problem Comments: 
By MOORE, CYNTHIA: 01/02/2008 10:49:04 AM
12/26/07 - Sulfide testing for WTP - Mathews, Rick
3220 Bond St -  20.0
3101 Fountain Creek Dr. - 10.0
3333 Asheton Ct. - 10.0",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
38483,87924,87924,77,2,,-1,,"By HUTTON, JENNIFER: 01/02/2008 10:28:48 AM
12/20 Gene does leak detection, found no problems.  

(Paperwork rec'vd in 28th's paperwork)",1970-01-01T07:00:00Z,False,1970-01-01T07:00:00Z,,0
